3157,REGLA DE PLASTICO 60 cm,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5
3158,REGLA DE PLASTICO 60 cm,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.5
3159,RELOJ MARCADOR FECHADOR ELECTRONICO CON LECTOR BIOMETRICO,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1100
3160,RELOJ MARCADOR FECHADOR ELECTRONICO CON LECTOR BIOMETRICO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,780
3161,REMOVEDOR DE OXIDO,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,GALON,75
3162,REPELENTE DE INSECTOS x 1000mL ,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,FRASCO,132
3163,REPELENTE DE INSECTOS x 1000mL ,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,FRASCO,120
3164,REPELENTE DE INSECTOS x 120ml ,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,FRASCO,14
3165,REPUESTO DE PULVERIZADOR DE PLASTICO,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,4
3166,REPUESTO DE PULVERIZADOR DE PLASTICO,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,5
3167,REPUESTO PARA CUCHILLA 18 mm,I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,3.5
3168,REPUESTO PARA PORTAMINA 0.5 mm,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1.5
3169,REPUESTO PARA PORTAMINA 0.5 mm,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.05
3170,RESORTE DE ARRANCADOR KA 85-R,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,30
3171,RESPIRADOR 1 VIA,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,6.5
3172,RESPIRADOR 1 VIA,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,5.5
3173,RESPIRADOR ANTIGAS DE VIAS CON FILTROS KONFO(MSA),I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,160
3174,RESPIRADOR CON FILTRO ANTIPOLVO DE 2 VIAS CON REPUESTO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,160
3175,RESPIRADOR CON FILTRO ANTIPOLVO DE 2 VIAS CON REPUESTO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,122
3176,RESPIRADOR CON FILTRO ANTIPOLVO DE 2 VIAS CON REPUESTO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,142.33
3177,RESPIRADOR DE 2 VIAS  ANTIPOLVO (NORMA NIOSH 42CFR84),I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,220
3178,RESPIRADOR DE 2 VIAS  ANTIPOLVO (NORMA NIOSH 42CFR84),I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,70
3179,RESPIRADOR DE 2 VIAS  ANTIPOLVO (NORMA NIOSH 42CFR84),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,50
3180,RESPIRADOR DE MEDIA CARA CON 2 VIAS CON FILTRO,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,150
3181,RESPIRADOR DE MEDIA CARA CON 2 VIAS CON FILTRO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,120
3182,RESPIRADOR DE MEDIA CARA CON 2 VIAS CON FILTRO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,180
3183,RESPIRADOR DE MEDIA CARA DE POLIMERO SINTETICO TAMAÑO MEDIANO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,95
3184,RESPIRADOR PARA VAPORES ORGANICOS,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,95
3185,RETEN DE RUEDAS POSTERIOR,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,375
3186,RIEL DIN 60cm E=1mm,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
3187,RIÑONERA DE ACERO QUIRURGICO,F,2.3.1.8.2.1,"MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO",UNIDAD,40
3188,ROCIADOR DE PLASTICO DE 3.8 L,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,70
3189,RODILLERAS PARA PROTECCION,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PAR,50
3190,RODILLO NEUMATICO AUTOPROPULSADO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,45000
3191,"RODILLO PARA PINTAR DE 12""",I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,14
3192,"RODILLO PARA PINTAR DE 2""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,8.5
3193,"RODILLO PARA PINTAR DE 2""",I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,10
3194,"RODILLO PARA PINTAR DE 2""",I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
3195,"RODILLO PARA PINTAR DE 3""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,11
3196,"RODILLO PARA PINTAR DE 3""",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,5.75
3197,"RODILLO PARA PINTAR DE 3""",I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,6.5
3198,"RODILLO PARA PINTAR DE 3""",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6
3199,"RODILLO PARA PINTAR DE 3""",I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6.5
3200,"RODILLO PARA PINTAR DE 4""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,7
3201,"RODILLO PARA PINTAR DE 4""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,11
3202,"RODILLO PARA PINTAR DE 4""",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,7.5
3203,"RODILLO PARA PINTAR DE 4""",I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,26
3204,"RODILLO PARA PINTAR DE 4""",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,9
3205,"RODILLO PARA PINTAR DE 5""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,9.8
3206,"RODILLO PARA PINTAR DE 6""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,16.5
3207,"RODILLO PARA PINTAR DE 7"" CON EXTENSION",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,17
3208,"RODILLO PARA PINTAR DE 9""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,13.5
3209,"RODILLO PARA PINTAR DE 9""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,17
3210,"RODILLO PARA PINTAR DE 9""",I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,11.5
3211,"RODILLO PARA PINTAR DE 9""",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,14.5
3212,ROTOMARTILLO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4100
3213,ROTULA DIRECCION,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,132.5
3214,SABANAS PARA CAMA DE 1 1/2 PLAZA ,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,JUEGO,110
3215,SACAGRAPA DE METAL,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.76
3216,SACAGRAPA DE METAL,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.5
3217,SACAGRAPA DE METAL,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,3.25
3218,SACO DE POLIETILENO 69cm x 115cm,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,1.65
3219,SACO DE POLIETILENO 69cm x 115cm,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,1.8
3220,"SACO DE POLIPROPILENO DE 27"" X 40""",F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,2.4
3221,SACO DE POLIPROPILENO TEJIDO DE 1.10 m X 70 cm APROX.,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,3
3222,SECADORA DE CABELLO (MENOR DE 1/4 UIT),F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,110
3223,SECADOR DE VAJILLA EN FELPA ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,5
3224,SEGURO PARA PUERTAS DE MUEBLES CON IMAN TIPO SAPITO,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,16
3225,SELLADOR ELASTICO DE POLIURETANO X 600 mL,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,32.4
3226,SELLO AUTOENTINTABLE 25 mm X 45 mm APROX.,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,35
3227,SELLO AUTOENTINTABLE 25 mm X 45 mm APROX.,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,30
3228,SELLO AUTOENTINTABLE DE 47 mm X 18 mm APROX.,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,35
3229,SELLO AUTOENTINTABLE DE 47 mm X 18 mm APROX.,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,28
3230,SELLO AUTOENTINTABLE DE 47 mm X 18 mm APROX.,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,28
3231,SELLO AUTOENTINTABLE DE 60 mm X 40 mm APROX.,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,54
3232,SELLO AUTOENTINTABLE DE 60 mm X 40 mm APROX.,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,23
3233,SELLO AUTOMATICO DE TEXTO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,30.07
3234,SELLO AUTOMATICO DE TEXTO,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,26.5
3235,SELLO AUTOMATICO DE TEXTO,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,30
3236,SELLO AUTOMATICO DE TEXTO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,31
3237,SELLO AUTOMATICO DE TEXTO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,20
3238,"SELLO AUTOMATICO ""DOCUMENTO RECIBIDO""",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,54
3239,"SELLO AUTOMATICO ""DOCUMENTO RECIBIDO""",I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,54
3240,"SELLO AUTOMATICO ""DOCUMENTO RECIBIDO""",I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,85
3241,SELLO AUTOMATICO GRABADO REDONDO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,22.5
3242,SELLO AUTOMATICO Q-30,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,35
3243,SELLO AUTOMATICO Q-30,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,40
3244,SELLO DE JEBE POST FIRMA,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,25
3245,SELLO DE JEBE POST FIRMA,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,25
3246,SELLO DE JEBE POST FIRMA,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,27.67
3247,"SELLO DE JEBE ""Vº Bº""",I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,29
3248,"SELLO DE JEBE ""Vº Bº""",I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,29
3249,"SELLO DE JEBE ""Vº Bº""",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,29
3250,SELLO DE MADERA DE USO ADMINISTRATIVO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,9
3251,SELLO DE MADERA DE USO ADMINISTRATIVO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,8.5
3252,SELLO FECHADOR,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,46
3253,SELLO FECHADOR,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,16
3254,SELLO FECHADOR AUTOMATICO N 5470,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,55
3255,SELLO FECHADOR AUTOMATICO N 5470,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,40
3256,SELLO NUMERADOR,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,50
3257,SEPARADOR DE ARCHIVOS PLASTIFICADO X 12,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,9
3258,SEPARADOR DE DOCUMENTOS DE PAPEL COUCHE TAMAÑO A4 JUEGO X 12,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,12
3259,SEPARADOR DE DOCUMENTOS DE PLASTICO CON PESTAÑA TAMAÑO  A4,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",DOCENA,9
3260,SEPARADOR DE DOCUMENTOS DE PLASTICO CON PESTAÑA TAMAÑO A4 JUEGO X 10,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.17
3261,SEPARADOR DE DOCUMENTOS DE PLASTICO CON PESTAÑA TAMAÑO A4 JUEGO X 10,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,10
3262,SEPARADOR DE DOCUMENTOS DE PLASTICO CON PESTAÑA TAMAÑO A4 JUEGO X 10,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,7
3263,SEPARADOR DE DOCUMENTOS DE PLASTICO CON PESTAÑA TAMAÑO A4 JUEGO X 10,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,7
3264,SEPARADOR DE DOCUMENTOS DE PLASTICO CON PESTAÑA TAMAÑO A4 JUEGO X 10,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,10
3265,"SERRUCHO CURVO PARA PODAR DE 14""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,34
3266,"SERRUCHO CURVO PARA PODAR DE 14""",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,115
3267,"SERRUCHO DE 20""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,25
3268,SERVICIO CARGADOR FRONTAL RA-880-14  C/O,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,184.5
3269,SERVICIO CARGADOR FRONTAL RA-880-14  C/O,I,2.6.2.3.6.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,184.5
3270,SERVICIO CARGADOR FRONTAL RA-880-14  C/O,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,184.5
3271,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO,F,2.3.2.2.1.2,SERVICIO DE AGUA Y DESAGUE,SERVICIO,10560.84
3272,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO,I,2.3.2.2.1.2,SERVICIO DE AGUA Y DESAGUE,SERVICIO,496.75
3273,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,SERVICIO,4509.37
3274,SERVICIO DE CAMION REMOLCADOR Y CAMA BAJA RA 880-14 C/O,F,2.3.2.5.1.4,DE MAQUINARIAS Y EQUIPOS,H/MAQUINA,307.4
3275,SERVICIO DE CAMION REMOLCADOR Y CAMA BAJA RA 880-14 C/O,I,2.3.2.5.1.4,DE MAQUINARIAS Y EQUIPOS,H/MAQUINA,307.4
3276,SERVICIO DE CAMION REMOLCADOR Y CAMA BAJA RA 880-14 C/O,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,307.4
3277,SERVICIO DE CAMION REMOLCADOR Y CAMA BAJA RA 880-14 C/O,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,307.4
3278,SERVICIO DE CAMION VOLQUETE RA 880-14 C/O,F,2.3.2.7.11.99,SERVICIOS DIVERSOS,H/MAQUINA,160.4
3279,SERVICIO DE CAMION VOLQUETE RA 880-14 C/O,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,160.4
3280,SERVICIO DE CAMION VOLQUETE RA 880-14 C/O,I,2.6.2.3.6.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,160.4
3281,SERVICIO DE CAMION VOLQUETE RA 880-14 C/O,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,160.4
3282,SERVICIO DE CAMION VOLQUETE RA 880-14 S/O,I,2.6.2.3.6.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,139.5
3283,SERVICIO DE CARGADOR FRONTAL C/O (SIN COMBUSTIBLE),F,2.3.2.7.11.99,SERVICIOS DIVERSOS,H/MAQUINA,123.3
3284,SERVICIO DE CARGADOR FRONTAL C/O (SIN COMBUSTIBLE),I,2.3.2.5.1.4,DE MAQUINARIAS Y EQUIPOS,H/MAQUINA,123.3
3285,SERVICIO DE CISTERNA C/O (SIN COMBUSTIBLE),F,2.3.2.7.11.99,SERVICIOS DIVERSOS,H/MAQUINA,113.8
3286,SERVICIO DE CISTERNA RA880-14 C/O,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,181.8
3287,SERVICIO DE CISTERNA RA880-14 C/O,I,2.6.2.3.6.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,181.8
3288,SERVICIO DE CISTERNA RA880-14 C/O,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,181.8
3289,SERVICIO DE COMPRESORA RA 880-14 C/O,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,82
3290,SERVICIO DE COMPRESORA RA 880-14 C/O,I,2.6.2.3.6.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,82
3291,SERVICIO DE ENERGIA ELECTRICA,F,2.3.2.2.1.1,SERVICIO DE SUMINISTRO DE ENERGIA ELECTRICA,SERVICIO,5772.55
3292,SERVICIO DE ENERGIA ELECTRICA,I,2.3.2.2.1.1,SERVICIO DE SUMINISTRO DE ENERGIA ELECTRICA,SERVICIO,216.63
3293,SERVICIO DE ENERGIA ELECTRICA,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,SERVICIO,152.46
3294,SERVICIO DE ENERGIA ELECTRICA,I,2.6.2.3.6.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,SERVICIO,577.84
3295,SERVICIO DE ENERGIA ELECTRICA,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,SERVICIO,1978.54
3296,SERVICIO DE FOTOCOPIAS,F,2.3.2.1.2.99,OTROS GASTOS,SERVICIO,0.1
3297,SERVICIO DE FOTOCOPIAS,F,2.3.2.7.11.99,SERVICIOS DIVERSOS,SERVICIO,0.1
3298,SERVICIO DE FOTOCOPIAS,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,SERVICIO,0.1
3299,SERVICIO DE FOTOCOPIAS,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,SERVICIO,0.1
3300,SERVICIO DE INTERNET,F,2.3.2.2.2.3,SERVICIO DE INTERNET,SERVICIO,3975.87
3301,SERVICIO DE MOTONIVELADORA  RA 880-14 C/O,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,223.7
3302,SERVICIO DE MOTONIVELADORA  RA 880-14 C/O,I,2.6.2.3.6.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,223.7
3303,SERVICIO DE MOTONIVELADORA  RA 880-14 C/O,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,223.7
3304,SERVICIO DE MOTONIVELADORA RA 880-14 C/O (SIN COMBUSTIBLE),F,2.3.2.7.11.99,SERVICIOS DIVERSOS,H/MAQUINA,169.3
3305,SERVICIO DE RETROEXCAVADORA C/O (SIN COMBUSTIBLE),F,2.3.2.7.11.99,SERVICIOS DIVERSOS,H/MAQUINA,81.4
3306,SERVICIO DE RETROEXCAVADORA  RA 880-14 C/O,F,2.3.2.7.11.99,SERVICIOS DIVERSOS,H/MAQUINA,115.4
3307,SERVICIO DE RETROEXCAVADORA  RA 880-14 C/O,I,2.3.2.5.1.4,DE MAQUINARIAS Y EQUIPOS,H/MAQUINA,115.4
3308,SERVICIO DE RETROEXCAVADORA  RA 880-14 C/O,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,115.4
3309,SERVICIO DE RETROEXCAVADORA  RA 880-14 C/O,I,2.6.2.3.6.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,115.4
3310,SERVICIO DE RETROEXCAVADORA  RA 880-14 C/O,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,115.4
3311,SERVICIO DE RODILLO RA 880-14  C/O,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,150
3312,SERVICIO DE RODILLO RA 880-14  C/O,I,2.6.2.3.6.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,150
3313,SERVICIO DE RODILLO RA 880-14  C/O,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,150
3314,SERVICIO DE TELEFONIA MOVILES (CELULAR),F,2.3.2.2.2.1,SERVICIO DE TELEFONIA MOVIL,SERVICIO,1162
3315,SERVICIO DE TRACTOR SOBRE ORUGA  RA 880-14 C/O,I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,243.3
3316,SERVICIO DE TRACTOR SOBRE ORUGA  RA 880-14 C/O,I,2.6.2.3.99.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,243.3
3317,SERVICIO DE TRACTOR SOBRE ORUGAS C/O (SIN COMBUSTIBLE),I,2.3.2.5.1.4,DE MAQUINARIAS Y EQUIPOS,H/MAQUINA,141.3
3318,SERVICIO DE VOLQUETE 15M3 C/O (SIN COMBUSTIBLE),F,2.3.2.7.11.99,SERVICIOS DIVERSOS,H/MAQUINA,126.4
3319,SERVICIO MEZCLADORA (MAQUINA SECA),I,2.6.2.3.2.6,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - SERVICIOS,H/MAQUINA,15
